nnn 5.1-1
node-gyp 12.1.0-1
nodejs-lts-iron 20.19.5-3
nodejs-nopt 7.2.1-1
noise-suppression-for-voice 1.10-1
noto-fonts 1:2025.11.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
noto-fonts-extra 1:2025.11.01-1
npm 11.6.2-1
npth 1.8-1
nspr 4.38.2-1
nss 3.117-1
ntfs-3g 2022.10.3-2
numactl 2.0.19-1
nwg-look 1.0.6-1
obs-cmd 0.19.2-1
obs-studio 32.0.1-2
ocl-icd 2.3.4-1
onetbb 2022.3.0-2
oniguruma 6.9.10-1
openal 1.24.3-2
opencl-mesa 1:25.2.7-1
opencl-nvidia 580.105.08-2
opencolorio 2.5.0-1
opencore-amr 0.1.6-2
opencv 4.12.0-13
openexr 3.4.3-1
openh264 2.6.0-1
openimagedenoise 2.3.3-3
openimageio 3.1.7.0-1
openjpeg2 2.5.4-1
openpgl 0.7.1-1
openresolv 3.17.0-1
openshadinglanguage 1.14.7.0-5
openssh 10.2p1-2
openssl 3.6.0-1
opensubdiv 3.6.1-2
opentimelineio 0.18.1-1
openvdb 12.1.1-2
openxr 1.1.53-1
opus 1.5.2-1
opusfile 0.12-4
orc 0.4.41-1
osinfo-db 20250606-1
ostree 2025.7-1
otf-font-awesome 7.1.0-1
otf-ipaexfont 004.01-5
otf-ipafont 003.03-9
p11-kit 0.25.10-2
pacman 7.0.0.r6.gc685ae6-6
pacman-contrib 1.13.0-1
pacman-mirrorlist 20251021-1
pahole 1:1.31-1
pam 1.7.1-1
pambase 20250719-1
pango 1:1.57.0-2
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
parted 3.6-2
paru 2.1.0-1
paru-debug 2.1.0-1
passim 0.1.10-1
patch 2.8-1
patchelf 0.18.0-3
patchutils 0.4.2-3
pavucontrol 1:6.2-1
pciutils 3.14.0-1
pcre 8.45-4
pcre2 10.47-1
pcsclite 2.4.0-3
perl 5.42.0-1
perl-clone 0.47-2
perl-encode-locale 1.05-14
perl-error 0.17030-2
perl-file-listing 6.16-5
perl-html-parser 3.83-2
perl-html-tagset 3.24-3
perl-http-cookiejar 0.014-4
perl-http-cookies 6.11-3
perl-http-daemon 6.16-5
perl-http-date 6.06-4
perl-http-message 7.01-1
perl-http-negotiate 6.01-15
perl-io-html 1.004-7
perl-libintl-perl 1.35-2
perl-libwww 6.81-1
perl-lwp-mediatypes 6.04-7
perl-mailtools 2.22-2
perl-net-http 6.24-1
perl-timedate 2.33-8
perl-try-tiny 0.32-3
perl-uri 5.34-1
perl-www-robotrules 6.02-15
perl-xml-parser 2.47-3
phodav 3.0-4
phonon-qt6 4.12.0-5
phonon-qt6-vlc 0.12.0-5
pinentry 1.3.2-2
pipewire 1:1.4.9-1
pipewire-alsa 1:1.4.9-1
pipewire-audio 1:1.4.9-1
pipewire-jack 1:1.4.9-1
pipewire-pulse 1:1.4.9-1
pixman 0.46.4-1
pkcs11-helper 1.31.0-1
pkgconf 2.5.1-1
plasma-activities 6.5.3-1
playerctl 2.4.1-4
pnpm 10.22.0-1
pokeget 1.6.7-1
polkit 126-2
polkit-kde-agent 6.5.3-1
polkit-qt6 0.200.0-1
poppler 25.11.0-1
poppler-data 0.4.12-2
poppler-glib 25.11.0-1
poppler-qt6 25.11.0-1
popt 1.19-2
portaudio 1:19.7.0-3
portmidi 1:2.0.7-1
portsmf 234-3
potrace 1.16-4
pps-tools 1.0.3-2
procps-ng 4.0.5-3
protobuf 33.0-2
protobuf-c 1.5.2-7
psmisc 23.7-1
ptex 2.4.3-1
pugixml 1.15-2
purpose 6.20.0-1
pwvucontrol 0.5.1-1
pybind11 3.0.1-1
pyside6 6.10.0-3
pystring 1.1.4-2
python 3.13.7-1
python-aaf2 1.7.1-3
python-appdirs 1.4.4-11
python-attrs 25.4.0-1
python-autocommand 2.2.2-7
python-automat 25.4.16-1
python-babel 2.17.0-1
python-breathe 5.0.0a5-1
python-build 1.3.0-1
python-cachecontrol 1:0.14.4-1
python-cachy 0.3.0-11
python-cairo 1.29.0-1
python-certifi 2025.11.12-1
python-cffi 2.0.0-1
python-charset-normalizer 3.4.4-1
python-cheetah3 3.4.0-1
python-cleo 1:2.1.0-1
python-click 8.2.1-1
python-constantly 23.10.4-2
python-coverage 7.12.0-1
python-crashtest 0.4.1-4
python-cryptography 46.0.3-1
python-dbus 1.4.0-1
python-distlib 0.4.0-1
python-dnspython 1:2.8.0-1
python-docutils 1:0.22.3-1
python-dulwich 0.24.10-1
python-fastjsonschema 2.21.2-1
python-filelock 3.20.0-1
python-findpython 0.7.1-1
python-gobject 3.54.5-1
python-gpgme 2.0.0-1
python-html5lib 1.1-15
python-httplib2 0.31.0-1
python-hyperlink 21.0.0-7
python-idna 3.11-1
python-imagesize 1.4.1-6
python-incremental 24.7.2-1
python-iniconfig 2.1.0-1
python-installer 0.7.0-10
python-jaraco.classes 3.4.0-2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jeepney 0.9.0-1
python-jinja 1:3.1.6-1
python-jsonschema 4.25.1-1
python-jsonschema-specifications 2025.9.1-1
python-keyring 25.7.0-1
python-lark-parser 1.3.1-1
python-legacy-cgi 2.6.4-1
python-lockfile 0.12.2-14
python-lxml 6.0.2-1
python-mako 1.3.10-1
python-markdown 3.10.0-1
python-markupsafe 3.0.2-1
python-more-itertools 10.8.0-1
python-msgpack 1.1.2-1
python-nose 1.3.7-18
python-numpy 2.3.5-1
python-opengl 3.1.9-1
python-packaging 25.0-1
python-pbs-installer 2025.10.31-1
python-pexpect 4.9.0-4
python-pillow 12.0.0-2
python-pkginfo 1.12.1.2-1
python-platformdirs 4.5.0-1
python-pluggy 1.6.0-1
python-poetry 2.2.1-1
python-poetry-core 2.2.1-1
python-poetry-plugin-export 1.9.0-1
python-psutil 7.1.3-1
python-ptyprocess 0.7.0-8
python-pycparser 2.23-1
python-pygments 2.19.2-1
python-pymongo 4.15.3-1
python-pyparsing 3.2.5-1
python-pyproject-hooks 1.2.0-3
python-pyqt5 5.15.11-3
python-pyqt5-sip 12.17.1-1
python-pyqt5-webengine 5.15.7-2
python-pyqt6 6.10.0-1
python-pyqt6-3d 6.10.0-1
python-pyqt6-charts 6.10.0-1
python-pyqt6-datavisualization 6.10.0-1
python-pyqt6-graphs 6.10.0-1
python-pyqt6-networkauth 6.10.0-1
python-pyqt6-sip 13.10.2-1
python-pyqt6-webengine 6.10.0-1
python-pysocks 1.7.1-10
python-pytest 1:8.4.2-1
python-pytz 2025.2-1
python-pyxdg 0.28-4
python-rapidfuzz 3.14.3-1
python-referencing 0.37.0-1
python-regex 2025.11.3-1
python-requests 2.32.5-1
python-requests-toolbelt 1.0.0-3
python-roman-numerals-py 3.1.0-1
python-rpds-py 0.29.0-1
python-secretstorage 3.3.3-6
python-setuptools 1:80.9.0-2
python-setuptools-scm 9.2.2-1
python-shellingham 1.5.4-3
python-six 1.17.0-1
python-snowballstemmer 2.2.0-7
python-sphinx 8.2.3-1
python-sphinx-alabaster-theme 1.0.0-4
python-sphinx_rtd_theme 2.0.0-2
python-sphinxcontrib-applehelp 2.0.0-3
python-sphinxcontrib-devhelp 2.0.0-4
python-sphinxcontrib-htmlhelp 2.1.0-3
python-sphinxcontrib-jquery 4.1-4
python-sphinxcontrib-jsmath 1.0.1-19
python-sphinxcontrib-qthelp 2.0.0-3
python-sphinxcontrib-serializinghtml 2.0.0-3
python-systemd 235-4
python-tomlkit 0.13.3-1
python-tqdm 4.67.1-2
python-trove-classifiers 2025.9.11.17-1
python-twisted 24.7.0-1
python-typing_extensions 4.15.0-1
python-urllib3 2.5.0-2
python-virtualenv 20.35.4-1
python-wand 0.6.11-5
python-webencodings 0.5.1-12
python-wheel 0.45.1-1
python-yaml 6.0.3-1
python-zope-interface 8.1.1-1
qbittorrent 5.1.3-1
qca-qt6 2.3.10-4
qemu-audio-alsa 10.1.2-2
qemu-audio-dbus 10.1.2-2
qemu-audio-jack 10.1.2-2
qemu-audio-oss 10.1.2-2
qemu-audio-pa 10.1.2-2
qemu-audio-pipewire 10.1.2-2
qemu-audio-sdl 10.1.2-2
qemu-audio-spice 10.1.2-2
qemu-base 10.1.2-2
qemu-block-curl 10.1.2-2
qemu-block-dmg 10.1.2-2
qemu-block-nfs 10.1.2-2
qemu-block-ssh 10.1.2-2
qemu-chardev-spice 10.1.2-2
qemu-common 10.1.2-2
qemu-desktop 10.1.2-2
qemu-hw-display-qxl 10.1.2-2
qemu-hw-display-virtio-gpu 10.1.2-2
qemu-hw-display-virtio-gpu-gl 10.1.2-2
qemu-hw-display-virtio-gpu-pci 10.1.2-2
qemu-hw-display-virtio-gpu-pci-gl 10.1.2-2
qemu-hw-display-virtio-gpu-pci-rutabaga 10.1.2-2
qemu-hw-display-virtio-gpu-rutabaga 10.1.2-2
qemu-hw-display-virtio-vga 10.1.2-2
qemu-hw-display-virtio-vga-gl 10.1.2-2
qemu-hw-display-virtio-vga-rutabaga 10.1.2-2
qemu-hw-uefi-vars 10.1.2-2
qemu-hw-usb-host 10.1.2-2
qemu-hw-usb-redirect 10.1.2-2
qemu-hw-usb-smartcard 10.1.2-2
qemu-img 10.1.2-2
qemu-system-x86 10.1.2-2
qemu-system-x86-firmware 10.1.2-2
qemu-ui-curses 10.1.2-2
qemu-ui-dbus 10.1.2-2
qemu-ui-egl-headless 10.1.2-2
qemu-ui-gtk 10.1.2-2
qemu-ui-opengl 10.1.2-2
qemu-ui-sdl 10.1.2-2
qemu-ui-spice-app 10.1.2-2
qemu-ui-spice-core 10.1.2-2
qemu-vhost-user-gpu 10.1.2-2
qimgv 1.0.3+alpha+94+ge2675f13-1
qpwgraph 0.9.7-1
qqc2-desktop-style 6.20.0-1
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r22-1
qt5-imageformats 5.15.18+kde+r2-1
qt5-location 5.15.18+kde+r7-2
qt5-multimedia 5.15.18+kde+r2-1
qt5-quickcontrols2 5.15.18+kde+r5-1
qt5-svg 5.15.18+kde+r5-1
qt5-tools 5.15.18+kde+r3-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-webchannel 5.15.18+kde+r3-1
qt5-webengine 5.15.19-4
qt5-websockets 5.15.18+kde+r2-1
qt5-x11extras 5.15.18-1
qt5ct 1.9-1
qt6-3d 6.10.0-1
qt6-5compat 6.10.0-2
qt6-base 6.10.0-3
qt6-charts 6.10.0-1
qt6-connectivity 6.10.0-1
qt6-datavis3d 6.10.0-1
qt6-declarative 6.10.0-2
qt6-doc 6.10.0-1
qt6-examples 6.10.0-1
qt6-graphs 6.10.0-1
qt6-grpc 6.10.0-2
qt6-httpserver 6.10.0-1
qt6-imageformats 6.10.0-1
qt6-languageserver 6.10.0-1
qt6-location 6.10.0-1
qt6-lottie 6.10.0-1
qt6-multimedia 6.10.0-3
qt6-multimedia-ffmpeg 6.10.0-3
qt6-networkauth 6.10.0-1
qt6-positioning 6.10.0-1
qt6-quick3d 6.10.0-1
qt6-quick3dphysics 6.10.0-1
qt6-quickeffectmaker 6.10.0-1
qt6-quicktimeline 6.10.0-1
qt6-remoteobjects 6.10.0-1
qt6-scxml 6.10.0-1
qt6-sensors 6.10.0-1
qt6-serialbus 6.10.0-1
qt6-serialport 6.10.0-1
qt6-shadertools 6.10.0-1
qt6-speech 6.10.0-1
qt6-svg 6.10.0-2
qt6-tools 6.10.0-2
qt6-translations 6.10.0-1
qt6-virtualkeyboard 6.10.0-1
qt6-wayland 6.10.0-1
qt6-webchannel 6.10.0-1
qt6-webengine 6.10.0-3
qt6-websockets 6.10.0-1
qt6-webview 6.10.0-1
qt6ct 0.11-2
qtraw 1.1-1
quadcastrgb 1.0.2-2
quazip-qt5 1.5-1
quickshell 0.2.1-3
r2modman-bin 3.2.10-1
ranger 1.9.4-4
rapidjson 1.1.0-6
raptor 2.0.16-9
rasqal 1:0.9.33-7
rav1e 0.8.1-2
rdma-core 60.0-2
re2 1:20240702-7
readline 8.3.001-1
recode 3.7.15-1
redland 1:1.0.17-9
rhash 1.4.6-1
ripgrep 15.1.0-1
ripgrep-all 0.10.10-1
rnnoise 1:0.2-1
rocm-core 6.4.4-1
rocm-device-libs 2:6.4.4-2
rocm-llvm 2:6.4.4-2
rocminfo 6.4.4-1
rocprofiler-register 6.4.4-2
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.4.7-2
ruby-bundler 2.7.2-1
ruby-erb 4.0.4-9
ruby-erubi 1.13.1-3
ruby-rdoc 6.14.0-1
ruby-thor 1.4.0-1
ruby-xdg 9.3.0-1
rubygems 3.6.9-1
rust 1:1.91.1-2
rust-bindgen 0.72.0-1
rutabaga-ffi 0.1.71-2
satty 0.20.0-1
sbc 2.1-1
sbctl 0.18-1
sdbus-cpp 2.1.0-2
sdl2-compat 2.32.58-1
sdl2_image 2.8.8-1
sdl3 3.2.26-1
seabios 1.17.0-2
seatd 0.9.1-1
sed 4.9-3
semver 7.7.3-1
sequoia-sqv 1.3.0-1
serd 0.32.6-1
setconf 0.7.7-4
shaderc 2025.4-2
shadow 4.18.0-1
shared-mime-info 2.4-2
shiboken6 6.10.0-3
signon-kwallet-extension 25.08.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
simde 0.8.2-1
simdjson 1:4.2.2-1
slang 2.3.3-4
sleuthkit 4.14.0-1
slurp 1.5.0-1
smartmontools 7.5-1
smbclient 2:4.23.3-2
snappy 1.2.2-2
sndio 1.10.0-1
sof-firmware 2025.05.1-1
solid 6.20.0-1
sonnet 6.20.0-1
sord 0.16.20-1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1
spandsp 0.0.6-6
spdlog 1.16.0-1
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-4
spice-protocol 0.14.5-1
spirv-llvm-translator 21.1.2-1
spirv-tools 1:1.4.328.1-1
spotify-launcher 0.6.3-2
sqlite 3.51.0-1
squashfs-tools 4.7.4-1
sratom 0.6.20-1
srt 1.5.4-1
startup-notification 0.12-9
steam 1.0.0.85-1
strace 6.17-1
sudo 1.9.17.p2-1
suil 0.10.24-1
suitesparse 7.12.1-1
supermin 5.3.5-1
svt-av1 3.1.2-1
svt-hevc 1.5.1-3
swayidle 1.9.0-1
swig 4.4.0-1
syncplay 1.7.4-1
syndication 6.20.0-1
syntax-highlighting 6.20.0-1
sysfsutils 2.1.1-2
syslinux 6.04.pre3.r3.g05ac953c-4
systemd 258.2-2
systemd-libs 258.2-2
systemd-sysvcompat 258.2-2
taglib 2.1.1-1
tailscale 1.90.8-1
talloc 2.4.3-1
tar 1.35-2
tdb 1.4.14-1
tesseract 5.5.1-2
tesseract-data-afr 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tevent 1:0.17.1-1
texinfo 7.2-1
thin-provisioning-tools 1.3.0-1
thunar 4.20.6-1
thunar-archive-plugin 0.6.0-1
thunar-volman 4.20.0-2
tinysparql 3.10.1-2
tmux 3.5_a-1
tmuxinator 3.3.5-2
tomlplusplus 3.4.0-1
tor 0.4.8.21-1
torbrowser-launcher 0.3.7-3
tpm2-tss 4.1.3-1
traceroute 2.1.6-1
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-hanazono 20170904-5
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-sazanami 20040629-11
ttf-vlgothic 20230918-2
twolame 0.4.0-4
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.11.0-1
unarchiver 1.10.8-6
unibilium 2.1.2-1
unzip 6.0-23
upower 1.90.10-1
usbredir 0.15.0-1
usbutils 019-1
usd 25.11-1
uthash 2.3.0-2
util-linux 2.41.2-1
util-linux-libs 2.41.2-1
uwsm 0.24.3-2
v4l-utils 1.32.0-1
v4l2loopback-dkms 0.15.2-1
vamp-plugin-sdk 2.10.0-3
vapoursynth 72-1
vde2 2.3.3-8
ventoy-bin 1.1.07-2
verdict 1.4.4-1
vesktop 1.6.1-1
vid.stab 1.1.1-2
vim 9.1.1908-1
vim-runtime 9.1.1908-1
virglrenderer 1.2.0-1
virt-install 5.1.0-1
virt-manager 5.1.0-1
virtiofsd 1.13.2-1
vlc-plugin-a52dec 3.0.21-31
vlc-plugin-alsa 3.0.21-31
vlc-plugin-archive 3.0.21-31
vlc-plugin-dav1d 3.0.21-31
vlc-plugin-dbus 3.0.21-31
vlc-plugin-dbus-screensaver 3.0.21-31
vlc-plugin-faad2 3.0.21-31
vlc-plugin-flac 3.0.21-31
vlc-plugin-gnutls 3.0.21-31
vlc-plugin-inflate 3.0.21-31
vlc-plugin-journal 3.0.21-31
vlc-plugin-jpeg 3.0.21-31
vlc-plugin-mpg123 3.0.21-31
vlc-plugin-ogg 3.0.21-31
vlc-plugin-opus 3.0.21-31
vlc-plugin-png 3.0.21-31
vlc-plugin-shout 3.0.21-31
vlc-plugin-speex 3.0.21-31
vlc-plugin-tag 3.0.21-31
vlc-plugin-theora 3.0.21-31
vlc-plugin-twolame 3.0.21-31
vlc-plugin-vorbis 3.0.21-31
vlc-plugin-vpx 3.0.21-31
vlc-plugin-xml 3.0.21-31
vlc-plugins-base 3.0.21-31
vmaf 3.0.0-1
volume_key 0.3.12-11
vopono-bin 0.10.15-1
vte-common 0.82.1-2
vte3 0.82.1-2
vulkan-headers 1:1.4.328.1-1
vulkan-icd-loader 1.4.328.1-1
vulkan-mesa-device-select 1:25.2.7-1
vulkan-radeon 1:25.2.7-1
vulkan-tools 1.4.328.1-1
w3m 0.5.3.git20230713_1-1
wavpack 5.8.1-1
waybar 0.14.0-4
wayland 1.24.0-1
wayland-protocols 1.45-1
webrtc-audio-processing-1 1.3-5
wf-recorder 0.6.0-1
wget 1.25.0-3
which 2.23-1
wildmidi 0.4.6-1
wimlib 1.14.4-2
wine 10.19-1
wine-gecko 2.47.4-2
winetricks 20250102-1
wireguard-tools 1.0.20250521-1
wireless_tools 30.pre9-4
wireplumber 0.5.12-1
wl-clipboard 1:2.2.1-3
wlroots0.18 0.18.3-1
wlroots0.19 0.19.2-1
wofi 1.5.1-1
wolfssl 5.8.2-1
wpa_supplicant 2:2.11-3
wxwidgets-common 3.2.8.1-2
wxwidgets-gtk3 3.2.8.1-2
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xarchiver 0.5.4.26-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-1
xdg-user-dirs 0.19-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-2
xfconf 4.20.0-2
xfsprogs 6.17.0-2
xkeyboard-config 2.46-1
xmlsec 1.3.9-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.20-1
xorg-server-common 21.1.20-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.9-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yajl 2.1.0-6
yaml-cpp 0.8.0-2
yara 4.5.4-1
yarn 1.22.22-2
yt-dlp 2025.11.12-2
yyjson 0.12.0-1
zathura 0.5.14-1
zathura-pdf-mupdf 0.4.6-2
zathura-ps 0.2.9-1
zbar 0.23.93-4
zenity 4.2.1-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.5-1
zram-generator 1.2.1-1
zsh 5.9-5
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-5
zziplib 0.13.80-1
